86bb093b-b63e-4290-997e-7fc62fe31b8e	t	2022-02-11 12:25:50.374+00					JRC-WM-JEWELRY					FA-19	1110 SE 10th st.	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t		+14792736815	36,35858	-94,19466		Bentonville	JRC-WM-JEWELRY	1			1110 SE 10th st.		Bentonville	72716-0720	Eastern Standard Time	11	72716-0720	t	f	US	US	
a4539af3-32fc-4033-8a6b-4f73ec7fce6a	t	2022-02-11 12:25:50.374+00					DS-AMAZON-LV					FA-20	550 Oak Ridge Rd	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t		+17026431133	40,9224	-76,04906		Hazle Township	DS-AMAZON-LV	1			550 Oak Ridge Rd		Hazle Township	18202	Eastern Standard Time	12	18202	t	f	US	US	
dfe5f656-a587-4b9f-9f3a-6b2d38b36c96	t	2022-02-11 12:25:50.374+00					DS-WM-8098					FA-21	1901 SE 10th Street	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	sales@therecongroup.com	+14792543200	36,36061	-94,19213		Bentonville	DS-WM	1			4900 SW Regional Airport Blvd		Bentonville AR	72712	Central Standard Time	13	72712	f	f	US	US	
d8518150-d319-436f-ac7a-0a7adc35431b	t	2022-02-11 12:25:50.374+00					WM-POWER-WHEELS					FA-22	1835 E Hallandale Beach Blvd Box 618	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	sales@therecongroup.com	+14792543200	25,98625	-80,12896		Hallandale Beach	DS-WM	0			1835 E Hallandale Beach Blvd Box 618		Hallandale Beach	33009	Central Standard Time	14	33009	t	f	US	US	
3e973f4e-6e10-42fe-9991-c6182938ed3c	t	2022-02-11 12:25:50.374+00					AMAZON-INTERNATIONAL					FA-23	550 Oak Ridge Rd	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t			40,9224	-76,04906		Hazle Township	DS-OTHER	0			550 Oak Ridge Rd		Hazle Township	18202	Central Standard Time	15	18202	t	f	US	US	
e1ba28a7-f0df-4cd0-b552-477008850a80	t	2022-02-11 12:25:50.374+00					HAMILTON-BEACH					FA-24	261 Yadkin Road	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t			35,18958	-79,37875		Southern Pines	DS-OTHER	0			261 Yadkin Road		Southern Pines	28387	Central Standard Time	16	28387	t	f	US	US	
ffd6dc9a-c032-4fac-b466-53281613f99e	t	2022-02-11 12:25:50.374+00					ELECTROLUX					FA-25	521 Chelsea Rd	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t			39,46354	-76,2023		Aberdeen	DS-OTHER	0			521 Chelsea Rd		Aberdeen	21001	Central Standard Time	17	21001	t	f	US	US	
92e04134-fccd-4a0b-8ce9-18eb482493c4	t	2022-02-11 12:25:50.374+00					JARDEN					FA-26	13052 Jurupa Ave	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t			34,04705	-117,52186	13052 Jurupa Ave	Fontana	DS-OTHER	0			13052 Jurupa Ave	13052 Jurupa Ave	Fontana	92337	Central Standard Time	18	92337	t	f	US	US	
375ca04c-c425-4917-81f0-d34a1b79a9b4	t	2022-02-11 12:25:50.374+00					DS-SOHNEN					FA-28	13225 Marquardt Ave.	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	Javier.Salazar@sohnen.com	+18648030432	33,91111	-118,03804		Santa Fe Springs	DS-SOHNEN	1			153 Gibbons Rd.		Blacksburg	29702	Eastern Standard Time	20	90670	f	f	US	US	
c86ef5e9-dee0-437a-a3e2-0ea46d47457f	t	2022-02-11 12:25:50.374+00					HD-AZ					FA-29	7200 W. Buckeye Rd.	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	support@vipoutlet.com	+18887927372	33,43858	-112,21451		Phoenix	HD-AZ	0			153 Gibbons Rd		Blacksburg	29702	Mountain Standard Time	21	85043-4203	f	f	US	US	
2f25bfba-e062-449b-9151-eb9c797b6d9f	t	2022-02-11 12:25:50.374+00					HD-GA					FA-30	180 Westridge Pkwy	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	support@vipoutlet.com	+18887927372	33,40776	-84,19982		McDonough	HD-GA	0			153 Gibbons Rd		Blacksburg	29702	Eastern Standard Time	22	30253	f	f	US	US	
acdb500b-4848-4a27-95b2-8cb19e6b4d45	t	2022-02-11 12:25:50.374+00					DS-BJS-FL					FA-64	4500 Director Rd	00b7c4ff-cf3a-4750-b7bc-d6a5b6c57111	t	bjsmanifest@gotrg.com	+17745126822	30,37264	-81,82306		Jacksonville	DS-OTHER	1			4500 Director Rd		Jacksonville	32220	Eastern Standard Time	60	32220	t	f	US	US	
